experiment_name,mode,branch,family,backbone,model_name,pretrained,loss,scheduler,label_smoothing,mixup_alpha,cutmix_alpha,feature_attention,class_weighting,expert_classes,epochs,batch_size,image_size,lr,weight_decay,min_lr,seed,train_size,valid_size,test_size,best_epoch_main,best_epoch_expert,valid_acc,valid_macro_f1,test_acc,test_macro_f1,test_weighted_f1,test_expert_invocations,test_expert_changed,test_expert_corrected,test_expert_hurt,elapsed_seconds
cascade_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b1,cascade,cascade_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,21,4,91.67%,0.9227,91.43%,0.9213,0.9138,0,0,0,0,10.8844
cascade_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b2,cascade,cascade_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,14,13,93.06%,0.9350,84.13%,0.8533,0.8369,6,0,0,0,12.8528
cascade_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b3,cascade,cascade_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,18,7,90.28%,0.9116,93.33%,0.9320,0.9331,3,1,0,1,14.3574
cascade_pair_lc_sq_v2.4_pretrained_ce_ls_cosine_weightedce_b4,cascade,cascade_pair_lc_sq,v2.4_pretrained_ce_ls_cosine_weightedce,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,4,8,86.11%,0.8736,85.71%,0.8717,0.8557,7,3,1,0,18.7965
v3.0_pretrained_focal_ls_cosine,single,single,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,,,,none,,25,16,224,0.0003,0.0001,0,42,613,72,315,14,,90.28%,0.9112,79.37%,0.7988,0.7931,,,,,189.1394
v3.0_pretrained_focal_ls_cosine_b1,single,single,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,19,,91.67%,0.9193,85.08%,0.8634,0.8496,,,,,166.5588
v3.0_pretrained_focal_ls_cosine_b2,single,single,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,13,,90.28%,0.9081,91.75%,0.9225,0.9175,,,,,198.05
v3.0_pretrained_focal_ls_cosine_b3,single,single,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,6,,91.67%,0.9258,92.06%,0.9249,0.9209,,,,,224.3793
v3.0_pretrained_focal_ls_cosine_b4,single,single,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,7,,86.11%,0.8647,89.52%,0.9002,0.8962,,,,,291.7176
expert_tumor3_v3.0_pretrained_focal_ls_cosine,expert,expert_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,9,,86.44%,0.8628,76.25%,0.7595,0.7600,,,,,120.8326
expert_tumor3_v3.0_pretrained_focal_ls_cosine_b1,expert,expert_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,18,,91.53%,0.9137,80.46%,0.7907,0.8108,,,,,134.0964
expert_tumor3_v3.0_pretrained_focal_ls_cosine_b2,expert,expert_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,11,,91.53%,0.9133,81.61%,0.8123,0.8140,,,,,154.2358
expert_tumor3_v3.0_pretrained_focal_ls_cosine_b3,expert,expert_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,24,,93.22%,0.9338,81.61%,0.8082,0.8227,,,,,171.3039
expert_tumor3_v3.0_pretrained_focal_ls_cosine_b4,expert,expert_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,8,,86.44%,0.8586,87.36%,0.8673,0.8723,,,,,232.1687
expert_pair_ad_lc_v3.0_pretrained_focal_ls_cosine,expert,expert_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,11,,88.64%,0.8834,80.12%,0.7598,0.8000,,,,,84.5072
expert_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b1,expert,expert_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,7,,90.91%,0.9074,81.29%,0.8015,0.8207,,,,,102.0075
expert_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b2,expert,expert_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,14,,90.91%,0.9074,64.91%,0.6481,0.6556,,,,,121.0113
expert_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b3,expert,expert_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,6,,86.36%,0.8590,92.40%,0.9107,0.9246,,,,,134.8694
expert_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b4,expert,expert_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,20,,90.91%,0.9074,89.47%,0.8782,0.8963,,,,,176.8652
expert_pair_ad_sq_v3.0_pretrained_focal_ls_cosine,expert,expert_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,9,,94.74%,0.9449,78.57%,0.7781,0.7839,,,,,87.3051
expert_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b1,expert,expert_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,13,,97.37%,0.9728,82.86%,0.8286,0.8286,,,,,105.8288
expert_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b2,expert,expert_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,6,,100.00%,1.0000,92.86%,0.9274,0.9287,,,,,128.3134
expert_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b3,expert,expert_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,14,,97.37%,0.9728,68.10%,0.6031,0.6282,,,,,141.0799
expert_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b4,expert,expert_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,8,,100.00%,1.0000,89.05%,0.8873,0.8900,,,,,188.5288
expert_pair_lc_sq_v3.0_pretrained_focal_ls_cosine,expert,expert_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,7,,91.67%,0.9161,78.01%,0.7790,0.7834,,,,,75.9293
expert_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b1,expert,expert_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,13,,100.00%,1.0000,66.67%,0.6656,0.6603,,,,,91.4249
expert_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b2,expert,expert_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,14,,91.67%,0.9161,89.36%,0.8899,0.8955,,,,,114.3672
expert_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b3,expert,expert_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,4,,88.89%,0.8885,93.62%,0.9306,0.9360,,,,,123.1525
expert_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b4,expert,expert_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,4,,83.33%,0.8286,90.78%,0.9021,0.9086,,,,,152.6835
cascade_v3.0_pretrained_focal_ls_cosine,cascade,cascade_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,14,9,90.28%,0.9112,79.68%,0.8014,0.7963,8,3,1,0,8.9107
cascade_v3.0_pretrained_focal_ls_cosine_b1,cascade,cascade_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,19,18,93.06%,0.9305,86.67%,0.8752,0.8663,17,10,7,2,11.7669
cascade_v3.0_pretrained_focal_ls_cosine_b2,cascade,cascade_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,13,11,90.28%,0.9101,93.65%,0.9382,0.9364,11,6,6,0,13.0262
cascade_v3.0_pretrained_focal_ls_cosine_b3,cascade,cascade_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,6,24,93.06%,0.9391,93.02%,0.9344,0.9301,13,8,5,2,14.5808
cascade_v3.0_pretrained_focal_ls_cosine_b4,cascade,cascade_tumor3,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,7,8,84.72%,0.8520,89.84%,0.9025,0.8997,14,7,3,2,20.4939
cascade_pair_ad_lc_v3.0_pretrained_focal_ls_cosine,cascade,cascade_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,14,11,90.28%,0.9112,79.68%,0.8022,0.7961,4,3,2,1,8.259
cascade_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b1,cascade,cascade_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,19,7,93.06%,0.9305,84.44%,0.8573,0.8432,2,2,0,2,10.6836
cascade_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b2,cascade,cascade_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,13,14,90.28%,0.9081,92.06%,0.9262,0.9207,1,1,1,0,12.6679
cascade_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b3,cascade,cascade_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,6,6,91.67%,0.9258,92.70%,0.9314,0.9272,3,2,2,0,14.3592
cascade_pair_ad_lc_v3.0_pretrained_focal_ls_cosine_b4,cascade,cascade_pair_ad_lc,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,7,20,87.50%,0.8771,89.21%,0.8967,0.8931,4,1,0,1,19.7631
cascade_pair_ad_sq_v3.0_pretrained_focal_ls_cosine,cascade,cascade_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,14,9,88.89%,0.8976,79.37%,0.7988,0.7931,2,0,0,0,8.3812
cascade_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b1,cascade,cascade_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,19,13,91.67%,0.9193,85.08%,0.8632,0.8489,10,4,2,2,10.88
cascade_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b2,cascade,cascade_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,13,6,90.28%,0.9101,93.02%,0.9321,0.9300,10,4,4,0,13.22
cascade_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b3,cascade,cascade_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,6,14,93.06%,0.9391,92.06%,0.9249,0.9210,6,2,1,1,14.4614
cascade_pair_ad_sq_v3.0_pretrained_focal_ls_cosine_b4,cascade,cascade_pair_ad_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,7,8,86.11%,0.8647,89.84%,0.9031,0.8996,8,4,2,1,18.1892
cascade_pair_lc_sq_v3.0_pretrained_focal_ls_cosine,cascade,cascade_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b0,efficientnet_b0,,,,,,,None,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,14,7,90.28%,0.9112,79.37%,0.7985,0.7936,2,1,0,0,11.5087
cascade_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b1,cascade,cascade_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,19,13,91.67%,0.9193,85.08%,0.8625,0.8502,5,4,1,1,11.3243
cascade_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b2,cascade,cascade_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,13,14,90.28%,0.9081,91.75%,0.9225,0.9175,0,0,0,0,13.1936
cascade_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b3,cascade,cascade_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,6,4,91.67%,0.9258,92.70%,0.9319,0.9269,4,4,3,1,14.361
cascade_pair_lc_sq_v3.0_pretrained_focal_ls_cosine_b4,cascade,cascade_pair_lc_sq,v3.0_pretrained_focal_ls_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,7,4,86.11%,0.8647,89.84%,0.9038,0.8993,2,1,1,0,17.9535
v3.1_pretrained_focal_ls_cosine_mixup,single,single,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0.2,0,none,none,,25,16,224,0.0003,0.0001,0,42,613,72,315,18,,86.11%,0.8718,71.75%,0.7320,0.7078,,,,,188.2744
v3.1_pretrained_focal_ls_cosine_mixup_b1,single,single,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,15,,88.89%,0.8993,86.03%,0.8761,0.8583,,,,,178.2958
v3.1_pretrained_focal_ls_cosine_mixup_b2,single,single,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,4,,87.50%,0.8844,88.25%,0.8857,0.8824,,,,,198.0403
v3.1_pretrained_focal_ls_cosine_mixup_b3,single,single,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,21,,94.44%,0.9476,89.21%,0.8952,0.8957,,,,,225.3529
v3.1_pretrained_focal_ls_cosine_mixup_b4,single,single,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,16,,88.89%,0.8883,88.57%,0.8872,0.8880,,,,,303.2209
expert_tumor3_v3.1_pretrained_focal_ls_cosine_mixup,expert,expert_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,22,,84.75%,0.8542,71.26%,0.7051,0.7110,,,,,114.3755
expert_tumor3_v3.1_pretrained_focal_ls_cosine_mixup_b1,expert,expert_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,24,,89.83%,0.8972,86.21%,0.8606,0.8610,,,,,144.215
expert_tumor3_v3.1_pretrained_focal_ls_cosine_mixup_b2,expert,expert_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,20,,91.53%,0.9133,88.89%,0.8937,0.8871,,,,,152.4369
expert_tumor3_v3.1_pretrained_focal_ls_cosine_mixup_b3,expert,expert_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,15,,89.83%,0.8958,93.10%,0.9218,0.9324,,,,,172.8507
expert_tumor3_v3.1_pretrained_focal_ls_cosine_mixup_b4,expert,expert_tumor3,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,12,,84.75%,0.8467,89.27%,0.8849,0.8924,,,,,239.3977
expert_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup,expert,expert_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,6,,93.18%,0.9309,84.80%,0.8241,0.8502,,,,,111.4758
expert_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b1,expert,expert_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,20,,93.18%,0.9315,57.89%,0.5788,0.5758,,,,,114.6814
expert_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b2,expert,expert_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,11,,90.91%,0.9074,87.13%,0.8598,0.8760,,,,,121.5613
expert_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b3,expert,expert_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,8,,90.91%,0.9074,93.57%,0.9227,0.9355,,,,,134.8705
expert_pair_ad_lc_v3.1_pretrained_focal_ls_cosine_mixup_b4,expert,expert_pair_ad_lc,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,8,,86.36%,0.8590,88.89%,0.8615,0.8864,,,,,175.3787
expert_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup,expert,expert_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,20,,100.00%,1.0000,75.71%,0.7562,0.7541,,,,,115.3603
expert_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b1,expert,expert_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,13,,97.37%,0.9721,83.33%,0.8327,0.8342,,,,,117.1068
expert_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b2,expert,expert_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,5,,100.00%,1.0000,76.19%,0.7619,0.7622,,,,,126.8925
expert_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b3,expert,expert_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b3,efficientnet_b3,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,9,,100.00%,1.0000,91.43%,0.9122,0.9142,,,,,143.0121
expert_pair_ad_sq_v3.1_pretrained_focal_ls_cosine_mixup_b4,expert,expert_pair_ad_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b4,efficientnet_b4,True,focal,cosine,0.1,0.2,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,8,,100.00%,1.0000,88.10%,0.8767,0.8800,,,,,189.2708
expert_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup,expert,expert_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b0,efficientnet_b0,True,focal,cosine,0.1,0.2,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,21,,97.22%,0.9717,86.52%,0.8400,0.8576,,,,,102.7595
expert_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b1,expert,expert_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b1,efficientnet_b1,True,focal,cosine,0.1,0.2,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,8,,88.89%,0.8875,85.11%,0.8480,0.8540,,,,,91.9115
expert_pair_lc_sq_v3.1_pretrained_focal_ls_cosine_mixup_b2,expert,expert_pair_lc_sq,v3.1_pretrained_focal_ls_cosine_mixup,efficientnet_b2,efficientnet_b2,True,focal,cosine,0.1,0.2,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,15,,94.44%,0.9437,97.87%,0.9772,0.9788,,,,,111.5494
