experiment_name,mode,branch,family,backbone,model_name,pretrained,loss,scheduler,label_smoothing,mixup_alpha,cutmix_alpha,feature_attention,class_weighting,expert_classes,epochs,batch_size,image_size,lr,weight_decay,min_lr,seed,train_size,valid_size,test_size,best_epoch_main,best_epoch_expert,valid_acc,valid_macro_f1,test_acc,test_macro_f1,test_weighted_f1,test_expert_invocations,test_expert_changed,test_expert_corrected,test_expert_hurt,elapsed_seconds
cascade_v2.1_pretrained_ce_cosine_b3,cascade,cascade_tumor3,v2.1_pretrained_ce_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,22,22,91.67%,0.9236,89.52%,0.9025,0.8952,14,7,5,1,14.9283
cascade_v2.1_pretrained_ce_cosine_b4,cascade,cascade_tumor3,v2.1_pretrained_ce_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,19,24,86.11%,0.8647,92.70%,0.9272,0.9273,3,0,0,0,19.0199
cascade_pair_ad_lc_v2.1_pretrained_ce_cosine,cascade,cascade_pair_ad_lc,v2.1_pretrained_ce_cosine,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,9,18,90.28%,0.9095,77.46%,0.7990,0.7660,1,1,1,0,8.1834
cascade_pair_ad_lc_v2.1_pretrained_ce_cosine_b1,cascade,cascade_pair_ad_lc,v2.1_pretrained_ce_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,21,7,87.50%,0.8830,91.75%,0.9189,0.9171,3,1,0,1,13.9628
cascade_pair_ad_lc_v2.1_pretrained_ce_cosine_b2,cascade,cascade_pair_ad_lc,v2.1_pretrained_ce_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,12,5,90.28%,0.9102,89.21%,0.9081,0.8912,2,1,1,0,12.7629
cascade_pair_ad_lc_v2.1_pretrained_ce_cosine_b3,cascade,cascade_pair_ad_lc,v2.1_pretrained_ce_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,22,10,91.67%,0.9236,88.25%,0.8935,0.8822,3,2,1,1,14.4022
cascade_pair_ad_lc_v2.1_pretrained_ce_cosine_b4,cascade,cascade_pair_ad_lc,v2.1_pretrained_ce_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,19,14,86.11%,0.8647,92.70%,0.9260,0.9273,2,1,0,0,19.2803
cascade_pair_ad_sq_v2.1_pretrained_ce_cosine,cascade,cascade_pair_ad_sq,v2.1_pretrained_ce_cosine,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,9,10,91.67%,0.9225,77.14%,0.7953,0.7615,6,4,2,2,8.4794
cascade_pair_ad_sq_v2.1_pretrained_ce_cosine_b1,cascade,cascade_pair_ad_sq,v2.1_pretrained_ce_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,21,21,88.89%,0.8951,92.38%,0.9254,0.9236,3,2,1,0,14.3581
cascade_pair_ad_sq_v2.1_pretrained_ce_cosine_b2,cascade,cascade_pair_ad_sq,v2.1_pretrained_ce_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,12,6,90.28%,0.9102,89.52%,0.9093,0.8945,4,4,3,1,12.7267
cascade_pair_ad_sq_v2.1_pretrained_ce_cosine_b3,cascade,cascade_pair_ad_sq,v2.1_pretrained_ce_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,22,10,91.67%,0.9236,88.57%,0.8963,0.8853,8,5,3,2,14.3356
cascade_pair_ad_sq_v2.1_pretrained_ce_cosine_b4,cascade,cascade_pair_ad_sq,v2.1_pretrained_ce_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,19,5,86.11%,0.8647,93.02%,0.9296,0.9305,1,1,1,0,20.0359
cascade_pair_lc_sq_v2.1_pretrained_ce_cosine,cascade,cascade_pair_lc_sq,v2.1_pretrained_ce_cosine,efficientnet_b0,efficientnet_b0,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,9,22,90.28%,0.9095,78.10%,0.8055,0.7704,4,4,3,0,8.3539
cascade_pair_lc_sq_v2.1_pretrained_ce_cosine_b1,cascade,cascade_pair_lc_sq,v2.1_pretrained_ce_cosine,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,21,4,87.50%,0.8830,92.06%,0.9226,0.9204,0,0,0,0,14.188
cascade_pair_lc_sq_v2.1_pretrained_ce_cosine_b2,cascade,cascade_pair_lc_sq,v2.1_pretrained_ce_cosine,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,12,4,90.28%,0.9102,88.89%,0.9057,0.8882,1,1,0,0,12.8557
cascade_pair_lc_sq_v2.1_pretrained_ce_cosine_b3,cascade,cascade_pair_lc_sq,v2.1_pretrained_ce_cosine,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,22,8,91.67%,0.9236,88.57%,0.8972,0.8850,3,1,1,0,14.235
cascade_pair_lc_sq_v2.1_pretrained_ce_cosine_b4,cascade,cascade_pair_lc_sq,v2.1_pretrained_ce_cosine,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,19,8,86.11%,0.8647,92.70%,0.9272,0.9273,0,0,0,0,19.5623
v2.2_pretrained_ce_ls,single,single,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,True,cross_entropy,none,0.1,0,0,none,none,,25,16,224,0.0003,0.0001,0,42,613,72,315,21,,97.22%,0.9771,83.81%,0.8416,0.8371,,,,,188.8355
v2.2_pretrained_ce_ls_b1,single,single,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,23,,87.50%,0.8761,89.52%,0.8996,0.8938,,,,,207.291
v2.2_pretrained_ce_ls_b2,single,single,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,15,,91.67%,0.9213,91.43%,0.9184,0.9140,,,,,208.6911
v2.2_pretrained_ce_ls_b3,single,single,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,25,,95.83%,0.9623,91.75%,0.9247,0.9176,,,,,222.534
v2.2_pretrained_ce_ls_b4,single,single,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,4,,87.50%,0.8861,89.21%,0.8969,0.8922,,,,,293.9005
expert_tumor3_v2.2_pretrained_ce_ls,expert,expert_tumor3,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,17,,86.44%,0.8678,78.54%,0.7844,0.7820,,,,,113.5754
expert_tumor3_v2.2_pretrained_ce_ls_b1,expert,expert_tumor3,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,11,,89.83%,0.8969,85.44%,0.8455,0.8555,,,,,162.2971
expert_tumor3_v2.2_pretrained_ce_ls_b2,expert,expert_tumor3,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,18,,91.53%,0.9163,81.23%,0.8034,0.8228,,,,,157.0066
expert_tumor3_v2.2_pretrained_ce_ls_b3,expert,expert_tumor3,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,15,,93.22%,0.9302,75.48%,0.7516,0.7717,,,,,172.7515
expert_tumor3_v2.2_pretrained_ce_ls_b4,expert,expert_tumor3,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,13,,86.44%,0.8626,90.42%,0.8961,0.9037,,,,,227.9118
expert_pair_ad_lc_v2.2_pretrained_ce_ls,expert,expert_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,16,,93.18%,0.9315,85.96%,0.8164,0.8524,,,,,82.4056
expert_pair_ad_lc_v2.2_pretrained_ce_ls_b1,expert,expert_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,17,,93.18%,0.9309,83.63%,0.8263,0.8431,,,,,129.4464
expert_pair_ad_lc_v2.2_pretrained_ce_ls_b2,expert,expert_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,10,,90.91%,0.9083,72.51%,0.7196,0.7355,,,,,126.0606
expert_pair_ad_lc_v2.2_pretrained_ce_ls_b3,expert,expert_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,2,,88.64%,0.8863,83.04%,0.8007,0.8318,,,,,134.9133
expert_pair_ad_lc_v2.2_pretrained_ce_ls_b4,expert,expert_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,14,,88.64%,0.8834,91.23%,0.8958,0.9125,,,,,173.0239
expert_pair_ad_sq_v2.2_pretrained_ce_ls,expert,expert_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,350,38,210,18,,94.74%,0.9435,66.19%,0.6471,0.6574,,,,,87.0868
expert_pair_ad_sq_v2.2_pretrained_ce_ls_b1,expert,expert_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,350,38,210,9,,97.37%,0.9728,80.95%,0.8095,0.8092,,,,,136.6358
expert_pair_ad_sq_v2.2_pretrained_ce_ls_b2,expert,expert_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,350,38,210,5,,100.00%,1.0000,87.14%,0.8711,0.8720,,,,,126.8347
expert_pair_ad_sq_v2.2_pretrained_ce_ls_b3,expert,expert_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,350,38,210,14,,100.00%,1.0000,87.14%,0.8714,0.8718,,,,,142.6006
expert_pair_ad_sq_v2.2_pretrained_ce_ls_b4,expert,expert_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,True,cross_entropy,none,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,350,38,210,12,,100.00%,1.0000,90.00%,0.8960,0.8989,,,,,187.5189
expert_pair_lc_sq_v2.2_pretrained_ce_ls,expert,expert_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,True,cross_entropy,none,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,270,36,141,8,,91.67%,0.9150,84.40%,0.8360,0.8460,,,,,77.2811
expert_pair_lc_sq_v2.2_pretrained_ce_ls_b1,expert,expert_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,True,cross_entropy,none,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,270,36,141,6,,91.67%,0.9161,91.49%,0.9117,0.9163,,,,,119.8392
expert_pair_lc_sq_v2.2_pretrained_ce_ls_b2,expert,expert_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,True,cross_entropy,none,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,270,36,141,13,,91.67%,0.9161,98.58%,0.9845,0.9858,,,,,113.136
expert_pair_lc_sq_v2.2_pretrained_ce_ls_b3,expert,expert_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,True,cross_entropy,none,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,270,36,141,13,,94.44%,0.9437,99.29%,0.9924,0.9929,,,,,122.8599
expert_pair_lc_sq_v2.2_pretrained_ce_ls_b4,expert,expert_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,True,cross_entropy,none,0.1,0,0,none,none,"large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,270,36,141,25,,88.89%,0.8885,99.29%,0.9923,0.9929,,,,,158.3057
cascade_v2.2_pretrained_ce_ls,cascade,cascade_tumor3,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,21,17,95.83%,0.9623,84.44%,0.8481,0.8414,26,18,7,5,9.1379
cascade_v2.2_pretrained_ce_ls_b1,cascade,cascade_tumor3,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,23,11,87.50%,0.8761,89.84%,0.9017,0.8977,15,7,4,3,14.8643
cascade_v2.2_pretrained_ce_ls_b2,cascade,cascade_tumor3,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,15,18,91.67%,0.9213,91.75%,0.9197,0.9173,5,4,2,1,13.0395
cascade_v2.2_pretrained_ce_ls_b3,cascade,cascade_tumor3,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,25,15,95.83%,0.9623,90.48%,0.9091,0.9057,15,9,2,6,14.7392
cascade_v2.2_pretrained_ce_ls_b4,cascade,cascade_tumor3,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,4,13,87.50%,0.8861,91.11%,0.9138,0.9112,22,8,7,1,20.1813
cascade_pair_ad_lc_v2.2_pretrained_ce_ls,cascade,cascade_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,224,,,,,613,72,315,21,16,100.00%,1.0000,84.13%,0.8429,0.8403,11,7,4,3,8.6456
cascade_pair_ad_lc_v2.2_pretrained_ce_ls_b1,cascade,cascade_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,240,,,,,613,72,315,23,17,87.50%,0.8761,90.48%,0.9113,0.9038,4,3,3,0,14.3451
cascade_pair_ad_lc_v2.2_pretrained_ce_ls_b2,cascade,cascade_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,256,,,,,613,72,315,15,10,91.67%,0.9213,91.43%,0.9184,0.9140,1,0,0,0,12.9071
cascade_pair_ad_lc_v2.2_pretrained_ce_ls_b3,cascade,cascade_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,288,,,,,613,72,315,25,2,94.44%,0.9503,91.75%,0.9244,0.9176,5,2,1,1,14.2429
cascade_pair_ad_lc_v2.2_pretrained_ce_ls_b4,cascade,cascade_pair_ad_lc,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,large.cell.carcinoma",,,320,,,,,613,72,315,4,14,87.50%,0.8861,89.52%,0.9001,0.8953,4,1,1,0,19.1506
cascade_pair_ad_sq_v2.2_pretrained_ce_ls,cascade,cascade_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,21,18,97.22%,0.9771,83.81%,0.8417,0.8374,9,6,3,3,8.3888
cascade_pair_ad_sq_v2.2_pretrained_ce_ls_b1,cascade,cascade_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,23,9,87.50%,0.8761,89.84%,0.9020,0.8970,10,3,2,1,14.1942
cascade_pair_ad_sq_v2.2_pretrained_ce_ls_b2,cascade,cascade_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,15,5,91.67%,0.9213,92.06%,0.9233,0.9204,4,4,3,1,12.883
cascade_pair_ad_sq_v2.2_pretrained_ce_ls_b3,cascade,cascade_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,25,14,95.83%,0.9623,91.11%,0.9198,0.9111,2,2,0,2,14.3986
cascade_pair_ad_sq_v2.2_pretrained_ce_ls_b4,cascade,cascade_pair_ad_sq,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,,,,,,,none,,"adenocarcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,4,12,87.50%,0.8861,91.11%,0.9112,0.9112,16,8,6,0,19.7895
cascade_pair_lc_sq_v2.2_pretrained_ce_ls,cascade,cascade_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b0,efficientnet_b0,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,224,,,,,613,72,315,21,8,97.22%,0.9771,84.44%,0.8480,0.8427,6,2,2,0,8.4786
cascade_pair_lc_sq_v2.2_pretrained_ce_ls_b1,cascade,cascade_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b1,efficientnet_b1,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,240,,,,,613,72,315,23,6,87.50%,0.8761,89.21%,0.8960,0.8908,1,1,0,1,15.1043
cascade_pair_lc_sq_v2.2_pretrained_ce_ls_b2,cascade,cascade_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b2,efficientnet_b2,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,256,,,,,613,72,315,15,13,91.67%,0.9213,91.43%,0.9184,0.9140,0,0,0,0,12.7863
cascade_pair_lc_sq_v2.2_pretrained_ce_ls_b3,cascade,cascade_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b3,efficientnet_b3,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,288,,,,,613,72,315,25,13,95.83%,0.9623,91.75%,0.9265,0.9175,8,2,0,0,14.4443
cascade_pair_lc_sq_v2.2_pretrained_ce_ls_b4,cascade,cascade_pair_lc_sq,v2.2_pretrained_ce_ls,efficientnet_b4,efficientnet_b4,,,,,,,none,,"large.cell.carcinoma,squamous.cell.carcinoma",,,320,,,,,613,72,315,4,25,87.50%,0.8861,89.52%,0.9005,0.8953,2,1,1,0,19.1861
v2.3_pretrained_ce_ls_cosine,single,single,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,True,,cosine,0.1,,,,,,25,16,224,0.0003,0.0001,0,42,613,72,315,23,,90.28%,0.9072,77.46%,0.7894,0.7705,,,,,138.9178
v2.3_pretrained_ce_ls_cosine_b1,single,single,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,613,72,315,18,,91.67%,0.9227,89.21%,0.8948,0.8945,,,,,210.654
v2.3_pretrained_ce_ls_cosine_b2,single,single,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,613,72,315,14,,91.67%,0.9225,91.43%,0.9223,0.9136,,,,,203.1284
v2.3_pretrained_ce_ls_cosine_b3,single,single,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,613,72,315,21,,91.67%,0.9182,89.84%,0.9053,0.8985,,,,,221.4787
v2.3_pretrained_ce_ls_cosine_b4,single,single,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,613,72,315,12,,86.11%,0.8635,90.79%,0.9151,0.9082,,,,,295.7607
expert_tumor3_v2.3_pretrained_ce_ls_cosine,expert,expert_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,465,59,261,14,,79.66%,0.7997,61.30%,0.6133,0.6002,,,,,111.6806
expert_tumor3_v2.3_pretrained_ce_ls_cosine_b1,expert,expert_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,465,59,261,15,,91.53%,0.9112,79.31%,0.7840,0.8021,,,,,165.7131
expert_tumor3_v2.3_pretrained_ce_ls_cosine_b2,expert,expert_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,465,59,261,10,,89.83%,0.8969,74.71%,0.7463,0.7668,,,,,152.2895
expert_tumor3_v2.3_pretrained_ce_ls_cosine_b3,expert,expert_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,465,59,261,20,,94.92%,0.9464,88.89%,0.8760,0.8911,,,,,172.7747
expert_tumor3_v2.3_pretrained_ce_ls_cosine_b4,expert,expert_tumor3,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma,squamous.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,465,59,261,25,,91.53%,0.9137,91.19%,0.9063,0.9123,,,,,231.7831
expert_pair_ad_lc_v2.3_pretrained_ce_ls_cosine,expert,expert_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b0,efficientnet_b0,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,224,0.0003,0.0001,0,42,310,44,171,9,,95.45%,0.9545,88.89%,0.8694,0.8898,,,,,81.6917
expert_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b1,expert,expert_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b1,efficientnet_b1,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,240,0.0003,0.0001,0,42,310,44,171,9,,90.91%,0.9083,74.85%,0.7394,0.7591,,,,,131.273
expert_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b2,expert,expert_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b2,efficientnet_b2,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,256,0.0003,0.0001,0,42,310,44,171,10,,90.91%,0.9083,67.84%,0.6755,0.6878,,,,,120.3609
expert_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b3,expert,expert_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b3,efficientnet_b3,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,288,0.0003,0.0001,0,42,310,44,171,2,,84.09%,0.8368,65.50%,0.6492,0.6674,,,,,133.9291
expert_pair_ad_lc_v2.3_pretrained_ce_ls_cosine_b4,expert,expert_pair_ad_lc,v2.3_pretrained_ce_ls_cosine,efficientnet_b4,efficientnet_b4,True,cross_entropy,cosine,0.1,0,0,none,none,"adenocarcinoma,large.cell.carcinoma",25,16,320,0.0003,0.0001,0,42,310,44,171,14,,88.64%,0.8834,91.23%,0.8969,0.9130,,,,,178.0543
